Date,Code1,Code2,Criticality,Please can you tell us why you gave this answer.
2020-05-22,SA,NA,3,"The nursing staff were so caring. Understanding the situation we're in with covid19 There were very supportive with every patient. They work very hard and try theIr best to keep everyone happy, and put a smile even on the very sick,"
2020-05-26,SS,NA,3,The Nursing Team are excellent! Thank you
2020-08-26,WA,NA,-1,The only improvement would be the waiting around to start the chemotherapy 3 hours after arriving at the ward.  However the staff did say it was a hectic day and I can understand these days do happen from time to time.
2020-08-13,SA,MI,2,"The overall staff , all the health care professionals have been very helpfully. Gave us all the things we needed,provided us every information we need to know or we asked for."
2020-06-15,CC,NA,1,The reason why I say this is because my ward is non covid ward and all the patients are lovely even happier with the staff
2020-06-29,CC,NA,3,The service and care was excellent at all times
2020-07-13,CC,NA,1,The service I received
2020-06-10,CR,CL,4,The service was excellent without this team I would not be here
2020-08-19,CR,EE,-1,The service was good but patients need to be in a proper place
2020-06-08,CO,MI,2,The staff always being here to answer any questions. You do a great job
2020-05-18,SS,NA,2,The staff and doctors
2020-08-03,SS,CC,3,The staff are all great on this this ward very pleased with each and everyone of them thankyou so much for my excellent care
2020-08-03,SA,CO,3,The staff are always there to help. They do anything you ask them to do.
2020-06-05,SS,CR,4,"The staff are amazing, such a great support emotionally and physically. The care provided has been second to none."
2020-07-03,SP,CO,3,"The staff are amazing, very friendly and they listen to each patient. The staff are always cheerful and nothing is too much trouble"
2020-08-10,SA,NA,2,The staff are attentive and helpful
2020-06-15,SS,NA,3,"The staff are brilliant, very helpfully"
2020-08-17,SP,SA,3,The staff are dedicated to their job with care and kindness
2020-08-03,SS,CC,4,The staff are fantastic.the service was straight A star
2020-07-20,SA,NA,2,The staff are friendly and efficient
2020-07-29,SA,NA,2,The staff are friendly and helpful
2020-07-20,SS,DA,3,"The staff are friendly and understand how patients feel when the arrive on the ward.  Nothing is too great for them to help you, no matter how embarrassing the issue/condition. They are extremely knowledgeable and will go the extra mile for their patients."
2020-06-05,SS,CC,4,"The staff are incredible, and they have been such an amazing support to us as parents. The care provided to our twins has been second to none."
2020-08-07,CM,EE,-3,The staff are lovely but I felt naggy having to ask all the time for pain relief. Noise from alarms and building work was unbearable
2020-08-17,SP,NA,3,The staff are really dedIcated
2020-07-28,SS,TC,3,"The staff are so dedicated to all the patients both day and night staff who from what I witnessed are so busy all the time. Hogarth ward have some exceptional nursing staff. *, *, *, * and * clinical support. Sorry if I have missed your name."
2020-08-05,SA,SP,3,The staff are so kind and professional
2020-07-07,SA,NA,2,The staff are very caring
2020-05-22,SA,NA,3,The staff are very friendly and helpful
2020-06-26,SA,NA,2,The staff are very kind and helpful.
2020-08-03,SA,NA,2,The staff are very nice.
2020-08-17,SA,EC,2,The staff are very pleasant and the wards are clean
2020-06-25,SP,SA,3,"The staff are very professional,friendly and helpful and do their job to highest level .EXCELLENCE AT ITS BEST"
2020-07-02,SA,NA,3,The staff at all times were sympathetic and helpfull
2020-07-06,SA,NA,3,The staff attude and helpfull is second to none
2020-04-03,SA,NA,3,The staff doing everything you ask them to do
2020-06-01,SA,DA,-4,The staff during the day on the ward were outstanding amazing kind understanding nothing was to much trouble.Then the evening decendSe like a black cloud everything was too much trouble “why would anyone want to work on this ward at night “ that was expressed in front of us.buzzers weren’t answered even though there was people sitting around.”can I go to toilet or have some pain relief “ was met by I’m going on my break.it was a truly frightening experience being here at night.
2020-07-24,SS,NA,2,The staff has been very helpful
2020-07-13,SS,NA,3,The staff have been amazing with the care and support they have provided me and my child
2020-06-16,SS,EF,2,The staff have been brilliant and the meals have been lovely.
2020-06-09,SS,NA,3,"The staff have been brilliant, no complaints from me."
2020-07-17,SS,NA,3,The staff have been excellent in every way possible. Can’t fault the care that I have had in any way.
2020-07-06,SS,NA,2,The staff have been lovely really kind to me.
2020-06-05,SS,NA,2,The staff have been lovely.
2020-05-18,SA,CC,3,"The staff have been very helpful, supportive and friendly during such a difficult time with the corona virus."
2020-05-29,SS,NA,2,The staff have been very helpful.
2020-07-20,MI,SA,2,The staff have taken time to explain everything. They have all been kind and courteous and made me feel at ease
2020-06-15,SA,NA,2,The staff here are very helpful
2020-08-10,SS,NA,3,"The staff here were all fantastic. Considerate, hard working, very competent and both pleasant and professional at all times. This was my second stay in hospital for more than a week in a year so I have a baseline to compare with and can say hand on heart that you were all ace."
2020-07-13,SS,NA,3,The staff here were amazing
2020-06-18,SS,NA,3,The staff in here are wonderful
2020-07-10,SA,NA,2,The staff is lovely and friendly helpful
2020-06-15,SP,CC,2,The staff looked after me well
2020-08-12,SP,CC,2,The staff looked after me well.
2020-08-06,SS,CS,3,"The staff nurses and surgeons have all absolutely amazing, thank you all for your support."
2020-06-10,SS,CC,3,The staff of nurses and doctors have been absolutely amazing and the team have been excellent so far in treating my illnesses
2020-07-29,SS,NA,3,"The staff on * have been amazing, so helpful attentive and caring, nothing is too much trouble. Excellent care."
2020-07-28,SA,NA,2,"The staff on here are lovely,nothing is ever to much trouble"
2020-05-06,SA,NA,2,The staff on the ward are some of the nicest staff I have come across
2020-06-30,SA,NA,2,"The staff on the ward are wonderful including doctors, waitresses ,the cleaners and the lady on reception ."
2020-06-16,SP,TX,-4,The staff that looked after me weren’t very professional they were very argumentative and dictatorship on the admissions. This ward have shown me nothing but care but i intend to discharge myself as I do not feel comfortable in the hospltal
2020-08-13,SA,NA,1,The staff was helpful
2020-07-14,SA,CS,2,The staff was really nice. Always taking good care of my baby and me. They always offered help and support when I needed.
2020-06-29,SA,NA,2,The staff was very friendly and helpful
2020-06-26,SA,NA,2,The staff were all lovely and really helpful.
2020-06-18,SA,NA,2,"The staff were all polite, caring and understanding."
2020-05-06,SP,MI,3,"The staff were all very good, efficient and professional. Nothing was too much trouble and they kept me informed at all times."
2020-07-21,SS,CR,3,The staff were all very profesional and friendly and made my stay very comfortable.
2020-07-02,SS,DS,2,"The staff were always willing to look after me. All the staff were really nice and I felt really safe, and nothing was too much for them."
2020-07-21,SS,NA,3,The staff were amazing
2020-07-17,SS,CE,3,The staff were amazing particularly * and * and really put my son at ease
2020-05-29,SS,NA,3,"The staff were awesome, I can’t thank them enough"
2020-08-13,SS,CE,3,The staff were extreamly helpful polite and proffessional. In theatre I was very anxious and before and during my operation I was made to feel very relaxed and less worried. I cannot thank all staff enough for my wonderful stay.
2020-08-05,SS,NA,3,The staff were fantastic
2020-08-14,SS,CE,3,The staff were fantastic. Very kind . A lovely atmosphere
2020-08-06,SP,CE,2,"The staff were great at putting us at ease, they were patient with my son and nothing was too much trouble."
2020-05-20,SA,CE,3,The staff were great Really jolly made me feel safe
2020-06-15,SA,NA,2,The staff were lovely
2020-07-24,SA,NA,2,The staff were really nice and comforting
2020-07-13,SA,NA,2,The staff were very friendly and helpful.
2020-07-10,SS,MI,2,The staff were very friendly helpful and professional and answered any questions I had
2020-08-28,SS,NA,2,The staff were very good
2020-06-11,SS,NA,2,The staff were very good at their job
2020-06-18,SS,CF,2,"The staff were very good, the ward and food was excellent"
2020-08-11,SS,NA,2,The staff were very nice and polite
2020-07-13,SP,NA,3,The staff were very professional
2020-07-06,SS,NA,3,"The staff were very professional, kind and helpful, making the experience more comfortable at a daunting time."
2020-07-10,SS,NA,3,The staff were wonderful nothing too much trouble
2020-06-16,SS,NA,3,The staff where Excellent they do a great job .
2020-07-27,SS,NA,3,The staff where fantastic and helpful
2020-06-02,SS,NA,2,The staff where very good
2020-07-13,SS,CR,3,The support from all the staff-surgeons to cleaners- was exceptionally good. Friendly professional and effective.
2020-07-10,SP,CR,3,The team did an amazing job with my little girl🙂
2020-06-18,SS,CE,3,"The team on ambulatory care were excellent with my son. They explained everything to him about his op and made him feel at ease. Very friendly also. The theatre staff were fantastic also, made my sons experience less scary."
2020-07-31,SP,MI,3,"The team was efficient and informative on their own plus when I asked questions,they did tests a rechecked for total confirmations"
2020-08-28,WB,NA,-1,The wait at shift switchover was a little long when I really needed help
2020-06-22,SS,NA,3,The ward and staff were excellent
2020-05-29,CC,NA,2,The ward is lovely
2020-08-28,EQ,NA,-1,The ward looks a bit tatty the locker I had was very chipped and the equipment looked wee used but on the whole every thing was very clean
2020-07-22,EE,SS,2,"The ward was clean and comfortable. The staff were attentive, friendly, kind and professional. They were skilled and applied these skills with great care. Thank you all."
2020-04-03,CE,NA,2,The ward was fun and staff kept me entertained
2020-08-10,CC,EQ,3,The ward was great. FaceTime idea was lovely
2020-06-29,TI,NA,2,The whole ward worked as a team
2020-07-21,CE,NA,2,There is always a calm feeling on the ward
2020-07-07,CO,CE,3,There is always someone around. Never felt neglected.
2020-06-25,CO,NA,3,There was a member of staff with us all the time
2020-08-17,CC,SS,4,There was nothing that could have been done better everyone was outstanding caring and attentive 10/10
2020-07-22,CC,SS,4,"There was nothing you could have done better from start to finish during my stay. All staff were respectful,kind,helpful and approachable. I felt safe and my health started to finally improve. I cannot thank the staff enough for always being there for me. The ward is clean and kept beautifully. I could not have received better care."
2020-07-10,CE,NA,-1,There were odd things that I found disturbing
2020-07-23,SA,NA,2,They always check up on you and provide you with stuff you need when you need it
2020-07-08,SA,NA,2,"They are kind, caring and helpfull"
2020-05-13,SA,SS,3,"They are very caring,kind,helpful and amazing team"
2020-06-29,SA,NA,2,They can’t do any more than they do
2020-06-17,SA,NA,2,They couldn’t do enough for me
2020-08-06,SA,EC,2,They do best for my daughter entertained while here nurses are good very clean ward
2020-06-15,SP,CP,3,They looked after my baby so well and he’s making a speedy recovery 🤞🏼
2020-06-04,SS,NA,3,They r brilliant
2020-06-22,SA,CP,2,They really looked after me and reassured me and gave me a full check over
2020-07-10,SA,CE,3,They was very useful and very helpful when I was concerned about certain things
2020-08-05,SA,NA,2,They were very kind on the ward
2020-08-03,SP,NA,3,They work very hard
2020-07-10,SS,NA,3,Think everyone has been wounderfull
2020-05-11,SS,NA,3,Think you are all marvellous and put up with a lot.
2020-06-18,CE,NA,1,This is a lovely ward.
2020-08-17,CE,SA,3,"This is best ward that I have been on. The care is outstanding, all the nurse have been friendly and making sure you are happy and have everything you need. I have been in bay 1 and the other patients have also felt the same way. The ward sister is a real joker and has lifted the spirits of the bay and has made sure I have got home today. As a former nurse, ward sister and matron, I knew the pressures, when I used to nurse it was very different, but exceptional care still remains the same criteria. Hogarth definitely has all of that and more."
2020-07-10,CC,SP,3,This is just an excellent ward with staff that are so committed. Treated with total care and respect. I have had the best care and feel so well cared for. An amazing experience . Thank you
2020-04-03,XX,NA,0,This is my honest opinion.
2020-06-17,CR,CE,3,This ward is so lovely I have told my daughter how nice it is.
2020-07-15,SS,CC,4,This ward was marvellous  The care and understanding shown By * and * was outstanding thank u so much
2020-06-17,SS,CC,3,Thorough care. Very pleasant and professional manner.
2020-07-21,SS,MI,3,Thought all the staff were brilliant particularly *. Felt at ease and always had questions answered by all the nurses
2020-07-10,MI,NA,-1,"Thought everyone was very helpful and cheerful, But on odd occasions there was a delay in answering a request. I understand that they they are very busy."
2020-07-28,SA,NA,2,Today I came I came in for my 6 weekly infusion and all the staff were really helpful.  Good job Ambulatory!
2020-06-17,CC,NA,4,Today the care received was perfect.
2020-07-22,CC,NA,3,Top notch care
2020-07-13,CR,NA,3,"Treated me very well. Asked me what I wanted and got those things for me. Really helpful, nice people."
2020-05-18,CR,NA,3,Treated well
2020-07-06,CR,NA,1,Treated well
2020-04-06,SA,NA,2,Treated well by staff.
2020-08-07,DA,SA,2,Treated with respect and dignity. Friendly and helpful staff. Just a couple of occasions waiting a while after pressing buzzer.
2020-06-11,WA,NA,1,Treatment always on time
2020-06-12,CR,SA,2,Treatment and patient care excellent
2020-06-19,CR,NA,3,Treatment and service is excellent
2020-05-27,CR,SA,3,Treatment easier to cope when staff positive
2020-07-06,WA,NA,2,Treatment here already when I arrived - makes everything quicker
2020-06-29,CR,CO,2,"Treatment here on time, never wait and staff have the time to sit and chat"
2020-06-29,CS,EE,-1,Treatment itself was good. Some staff could have been more supportive. Issue with lights at night.
2020-07-03,CR,NA,3,Treatment was excellent could not fault anything
2020-05-06,CC,NA,2,Treatment was good
2020-07-10,DA,NA,2,Truthful
2020-07-27,EQ,NA,-1,Tv / radio
2020-08-20,EQ,NA,-1,Tvs or something for the bays.  Make sure every bed space has a radio and some headphones.
2020-06-26,CR,SA,-2,Unhappy with the service and staff attitudes
2020-08-19,MI,NA,-2,Update patient for Wait for surgery
2020-07-13,CO,NA,2,Very attentive
2020-05-26,SA,NA,2,Very attentive friendly
2020-07-31,CO,MI,2,"Very attentive from the off, kept informed at all time."
2020-06-02,CO,SS,3,"Very attentive, polite and excellent care from all staff"
2020-07-15,SS,NA,3,Very busy ward although staff and doctors were lovely the ward is extremely busy the poor staff are rushed off there feet
2020-08-14,SS,NA,2,Very busy ward the staff try their best.
2020-07-17,SA,NA,3,Very caring
2020-08-06,SA,SP,3,Very caring and professional people I felt safe in their hands
2020-08-26,CR,NA,2,Very caring in every department thank you.
2020-08-14,SA,NA,2,Very caring staff
2020-08-19,SA,SP,3,"Very caring staff , gave good advise , I felt confident in the staffs training."
2020-07-24,SA,NA,3,Very caring staff under different circumstances i❤️nhs.
2020-06-29,SA,SP,3,Very caring very professional very understanding
2020-07-27,SA,SP,3,"Very caring, and professional."
2020-08-03,SA,SP,3,"Very caring, professional, polite and attentive"
2020-07-10,EC,SA,2,Very clean          Nurses friendly and caring
2020-07-30,EC,SP,2,"Very clean wards, very efficient"
2020-07-07,EC,CC,2,"Very clean, attentive staff, caring nurses and other staff, explain things will happen to put my mind at ease"
2020-08-12,CR,NA,2,Very comfortable
2020-05-26,CC,NA,3,Very efficient
2020-07-20,SP,NA,3,Very efficient & professional staff...Friendly  and caring
2020-08-14,SP,SA,3,"Very efficient, caring and friendly.  Made us feel at ease.  Thank you"
2020-07-29,SP,SA,3,"Very efficient, compassionate and kind."
2020-05-28,SS,NA,3,"Very efficient, professional and friendly staff."
2020-07-02,SA,NA,2,Very friendly staff looked after me and my son did what he needed
2020-07-03,SA,NA,2,Very frIendy helpfull staff. Could not wish for more
2020-06-19,SA,CR,2,Very Friendly & Good Service.
2020-06-22,SA,MI,2,Very friendly and caring staff who have kept me up to date with everything - thank you!
2020-07-21,SA,CP,2,Very friendly and caring staff. Very nice doctors and very pleased with my treatment
2020-06-02,SA,NA,2,Very friendly and helpful
2020-06-17,SA,NA,2,Very friendly and helpful staff
2020-04-20,SA,NA,2,Very friendly and nice staff
2020-07-24,SA,DS,2,Very friendly and supportive staff. Safe environment.
2020-07-30,SS,NA,3,"Very friendly efficient nursing, nothing was too much trouble."
2020-05-26,SA,NA,2,Very friendly helpful comfortable nothing was too much trouble
2020-05-22,SA,NA,2,Very friendly staff
2020-04-15,SA,NA,2,Very friendly staff
2020-05-19,SA,NA,3,Very friendly staff
2020-07-31,SA,NA,2,Very friendly staff
2020-07-31,SA,NA,2,Very friendly staff
2020-06-29,SA,CO,3,"Very friendly staff ,always someone in the bay and if i needed anything the nurse always sorted it"
2020-08-11,SA,NA,2,Very friendly staff. Nice doctors
2020-07-30,SA,NA,2,"Very friendly, caring, helpful staff"
2020-07-13,SA,CE,2,"Very friendly, caring; welcoming staff who made my stay very pleasant and enjoyable. Was well looked after and cared for and staff always had my well-being and health a priority at all times"
2020-07-06,SA,NA,2,"Very friendly, down to earth, caring and helpful."
2020-07-28,SA,DS,2,"Very friendly, helpful and supportive staff, generating a safe environment."
2020-04-06,SA,NA,2,Very friendly.
2020-06-25,CC,NA,1,Very good
2020-07-02,CC,NA,1,Very good
2020-07-14,CC,NA,1,Very good
2020-07-16,CC,NA,1,Very good
2020-06-12,CC,CP,2,Very good because the drs and nurses have done my bloods and made me feel much better. They have been very kind and looked after me
2020-06-16,CC,NA,2,Very good care
2020-06-16,CC,NA,2,Very good care
2020-06-25,CC,NA,2,Very good care
2020-07-20,CC,NA,2,Very good care
2020-07-22,CC,NA,2,Very good care
2020-08-06,CC,SA,2,Very good care from all the ward staff
2020-07-16,CC,NA,2,Very good care from nurses and doctors
2020-07-20,CC,SA,2,Very good care recieved and everyone was lovely
2020-06-10,CC,NA,2,Very good great care at all time friendly at all time too birthday girl * was attentive at all time excellent
2020-07-07,CC,NA,2,Very good here
2020-08-17,CC,NA,2,Very good here and pat 2
2020-07-20,SA,MI,2,Very good patient and kind staff and answered all my questions
2020-06-12,SS,NA,2,Very good people
2020-06-12,CC,NA,2,Very good service
2020-08-03,CC,NA,2,Very good service
2020-08-07,CC,SA,2,Very good service very helpful
2020-06-04,SS,NA,2,Very good staff
2020-07-14,SS,EF,2,Very good staff food good attention very good attention to me at night excellent
2020-06-01,SS,NA,2,Very good staff...
2020-06-01,SS,EF,2,"Very good, from nursing to food"
2020-07-08,CC,NA,2,Very happy with care given
2020-07-08,CC,NA,2,Very happy with care given
2020-06-26,CC,NA,2,Very happy with the care
2020-08-14,SS,CR,3,"Very happy with the staff who treated me and the staff who cared for me in recovery, they where very attentive, professional and kind ... I was well looked after by all. Thank you to everyone."
2020-07-21,CC,NA,2,Very happy with treatment and care
2020-06-02,SA,NA,3,Very helpful
2020-07-27,SA,NA,3,Very helpful although busy
2020-06-02,SA,NA,3,Very helpful and friendly staff
2020-07-08,SA,NA,3,Very helpful and friendly staff
2020-07-29,SA,NA,3,Very helpful and friendly staff
2020-07-13,SA,CE,3,Very helpful and friendly staff I have enjoyed my stay
2020-07-24,SS,NA,3,Very helpful and the nurses were amazing
2020-07-17,SA,NA,3,Very helpful and very friendly staff
2020-07-29,SA,NA,3,Very helpful friendly staff
2020-07-15,SA,NA,3,Very helpful staff
2020-08-06,SA,NA,3,Very helpful staff
2020-07-20,SA,CC,3,"Very helpful staff.informative’putting me at ease.very cleansive in all they did,and understanding of my needs,explaining al the procedures to me,that would effect me,talked me through my operation.                   Felt reassured throughout my stay."
2020-05-29,SA,CO,3,Very helpful staff.try their best when any of us in our bay needed them
2020-08-14,SS,CC,3,Very impressed with all the care and patience shown
2020-06-17,CC,NA,3,"Very impressed with my care, thank you due to all of you"
2020-06-11,MI,CO,3,Very informative and attentive
2020-06-03,SA,NA,2,Very kind
2020-08-11,SA,NA,2,Very kind and caring staff
2020-08-13,SA,NA,2,Very kind and helpful
2020-07-07,SA,MI,2,"Very kind and informative staff, both day and night"
2020-08-05,SA,SP,2,Very kind and professional staff and domestics and cleaners
2020-08-10,SA,CE,2,Very kind and reassuring. Thank you
2020-07-15,SA,CE,3,"Very kind and understand how you fell cud, not wish for a better hospital"
2020-07-06,WA,NA,-1,Very long wait but good outcome and kind treatment
2020-08-10,SA,NA,2,Very nice  nurses all
2020-06-12,SA,NA,2,Very nice staff and ward
2020-08-10,SA,NA,2,Very organised and helpful
2020-08-14,SA,CP,2,Very pleasant friendly staff who cared very well for my daughter
2020-06-03,SA,NA,2,"Very pleasant, polite, caring staff."
2020-05-11,XE,NA,3,Very pleased
2020-06-30,SA,NA,2,Very polite and caring staff
2020-07-30,CC,NA,3,Very positive experience
2020-06-17,SP,SA,2,Very profesional and caring
2020-05-27,SP,NA,3,"Very professional , highly skilled staff."
2020-05-27,SP,CC,3,Very professional and it does what it says on the tin.
2020-07-23,SP,NA,3,Very professional staff
2020-06-25,SP,ML,3,Very professional team Excellent care Listened to me
2020-07-13,CM,SA,3,Very quick to sort out medication and they are very helpful when I needed them
2020-08-11,SS,NA,3,Very quick. Staff friendly
2020-05-29,SA,SP,3,Very reassuring and good at what they do.
2020-06-11,SS,NA,3,Very speedy and very helpful
2020-07-23,SA,NA,3,Very thoughtful and considerate. Helpful as best they can be under the change of circumstances (Covid)
2020-07-03,SA,CE,3,Very welcoming and accommodating to my needs. Very pleasurable
2020-08-05,SA,NA,3,Very welcoming and nice to do things to do here
2020-08-06,CC,NA,3,very well look after Thank You.
2020-05-22,CC,SS,2,Very well looked after by all
2020-08-17,CC,CE,3,Very well looked after I felt like I was in a hotel
2020-07-14,CC,NA,3,Very well treated could not ask for more thank you
2020-07-17,MI,SA,2,Very  Explanatory and considerate
2020-06-25,CC,NA,2,Very good
2020-06-26,WA,NA,-1,Wait for treatment
2020-08-26,WA,NA,-2,Wait times for the list so I could prepare daughter how long it would be.
2020-06-15,WA,CM,-1,Waited all day for meds
2020-07-30,WA,NA,-2,Waited so long
2020-08-26,WA,TI,-2,Waiting around more organisation between doctors and nurses
2020-07-08,CC,SS,3,Ward is fantastic. Staff very welcoming and friendly and lays willing to help nothing is ever to much for them.
2020-05-26,EE,NA,-2,Ward extremely noisy at night staff were very caring
2020-08-13,CC,NA,1,Ward good
2020-06-12,DA,NA,2,Ward included me
2020-06-01,SA,NA,1,Ward is so welcoming
2020-05-06,DA,SA,-3,Ward is too loud. **** in the grey uniform is always shouting!
2020-05-26,SS,NA,2,Ward staff did great in the uncertain times we are in
2020-06-29,EC,SA,2,Ward was very clean and the staff was very friendly and helpful
2020-05-06,SA,NA,2,Ward was very nice. Lovely friendly staff
2020-06-26,CC,CF,3,Ward was wonderful. As a main carer it’s sometimes very challenging but staff were always there to help
2020-06-03,SA,CE,1,Warm reception at every visit. Always enjoy coming for my treatment.
2020-07-10,WA,NA,1,Was able to have scan earlier than planned
2020-07-22,XS,NA,1,Was asked to survey
2020-06-08,CC,MI,2,Was looked after well and explained everything in detail
2020-07-27,CE,SA,3,Was made to feel looked after when I was feeling very nervous nurse was so kind to me
2020-08-12,CC,NA,1,Was pleased with the care I got
2020-06-29,SS,NA,2,"Was really looked after by all staff , * was looking after me for the last two days along with *, Thank you everyone"
2020-08-26,DS,DA,-3,Was rushed from another ward up to here. But was in the middle of the night and didn’t  give me chance to get my things together. They have lost my electric toothpaste. I was quite frightened it was middle of night.
2020-06-18,SA,NA,1,Was very helpful and easy
2020-07-03,CC,NA,2,Was very well looked after
2020-06-12,CC,NA,2,Was well look after thank you
2020-07-27,SA,DA,2,"Was well looked after by staff friendly, helpful sensitive and unjudmental"
2020-05-06,CR,SP,3,"Was well taken care of, in a professional manner ."
2020-04-27,CC,NA,3,"We always get the best care, medically and otherwise"
2020-07-08,CC,NA,,We are happy with a care we received
2020-05-22,SP,DA,4,We are so grateful for everything and everyone’s care and sensitivity. No one could have made a devastating situation any better. Thank you
2020-08-14,MI,DA,4,We have been spoken to by the doctors on the ward and had clarification of what is going on. The doctors explained everything and answered our questions if they didn’t know they would go check with someone and comeback to us with the answer. All very present and helpful even signing to my child as he is deaf.
2020-04-03,CC,NA,3,We loved the care on the ward our child was on.
2020-06-17,SA,NA,1,Welcoming staff
2020-07-02,CC,NA,1,Well cared for and comfortable
2020-06-01,CC,NA,2,Well happy with everything you have done for me 5*****
2020-06-26,CC,NA,1,Well looked after
2020-07-10,CC,NA,1,Well looked after
2020-07-28,CC,NA,1,Well looked after
2020-06-01,CC,NA,2,Well looked after 10/10
2020-05-18,SS,NA,2,Well looked after by all staff
2020-08-12,CE,SA,3,Well looked after nothing to much trouble
2020-05-11,CR,SA,3,Well taken care of by friendly staff
2020-06-22,WB,NA,1,Went home quickly
2020-07-14,CC,NA,3,What can I say just the best all of them
2020-07-13,CC,NA,3,What ever I needed been help with on timely manner
2020-07-06,CC,SS,3,What great serv and well looked after
2020-07-28,SS,NA,3,What Great team x thank you * ward
2020-08-26,WB,NA,-1,"When able to leave the ward, Leaving time was very long."
2020-06-08,CE,NA,2,When life is challenging they make me feel better.
2020-06-26,CC,NA,2,Whenever I have needed anything I have been able to access it and all facilities are good
2020-05-29,CC,SS,3,"While I have been on * ward I have never felt so cared for as I have been here , the staff are brilliant and so caring . Even the cleaning lady and the receptionist found time to ask if we was all ok everyday and asked us if we needed anything. Lovely ward x"
2020-05-18,CC,SS,4,Whole package ! Everyone works together
2020-06-18,SP,NA,3,Willing to do a task over and above their duty
2020-07-13,SS,NA,3,With the current Covid situation this is an anxious time in hospital but from the moment I entered the hospital every single member of staff has been so friendly and reassuring that it has made a real difference. Nothing was too much trouble
2020-06-29,CC,SS,4,"Without a doubt some of the best care I have had. Having gone through a transplant and previous surgery my experience would tell me the ward/hospital is in exceptional hands.  Caring, thoughtful, listening and understanding the patients needs from the youngest to the most experience of staff. I cannot fault."
2020-08-14,CC,NA,3,Wonderful care
2020-08-14,SS,NA,3,Wonderful nhs staff looked after my dad with care and support. Thank you
2020-07-29,SS,NA,3,"Wonderful nurses always happy to talk and help, as were all the staff really. Quiet ward with good facilities."
2020-07-31,SS,NA,3,Wonderful staff
2020-08-17,SS,NA,3,Wonderful staff
2020-04-06,SS,NA,3,"Wonderful staff, brilliant ppl skills"
2020-06-25,SS,NA,3,"Wonderful staff, nothing is ever too much and they always sort out issues so quickly"
2020-06-01,CC,SP,3,Wonderful treatment from the friendly and efficient staff.Never fail in their professionalism
2020-07-13,SS,EC,3,Wonderful ward nice and clean. All staff attentive.very welcoming team.
2020-08-27,CR,NA,-1,Would be better if patients could sleep beyond 7am
2020-08-06,WB,NA,-2,Would have been better marking but had to wait 4 hours for my daughters cannula to be put in ! Not good really when her treatment then takes a further 4 hours
2020-05-26,SS,NA,3,You are all beautiful people loving caring very understanding
2020-06-26,SS,NA,3,You are all lovely and caring
2020-08-26,CC,NA,4,You cannot improve on excellence thankyou
2020-08-26,CC,NA,3,You could not have done any better
2020-07-30,CC,SP,3,You couldn’t have done any better you were all brilliant.
2020-06-01,SS,NA,3,You have all been amazing.
2020-06-09,XL,NA,-1,You have been very helpful but it would have been very good if I could have gone out for fresh air. Otherwise no issues.
2020-05-19,CL,CC,5,You have saved my life so have got nothing to moan about. Nothing but praise for the nhs.
2020-07-02,CL,SA,4,"You save my life.You were very ,kind,supportive and nicer to me."
2020-07-20,CL,NA,4,You saved my life!
2020-08-13,SS,NA,3,You were all fab. Thank you
2020-05-29,SS,NA,2,You’re all lovely
2020-07-22,SS,CC,3,Your all amazing in what you all do . It’s not just a job . You all help save life’s and care for all no matter what dramas fall on your feet .... you carry on through good and bad ... miracles all of you ... well done  Thank you
2020-06-08,CC,NA,1,👍
2020-07-29,CC,NA,1,😊  Happy
