"code","target","feedback","criticality","trust","question"
"xn","Miscellaneous","Nothing","-1","Trust A","Trust A - Q1"
"xn","Miscellaneous","Nothing until Covid19 improves","-9","Trust A","Trust A - Q1"
"ml","Communication","Not listening 100%","-3","Trust A","Trust A - Q1"
"xn","Miscellaneous","Nothing at all","-9","Trust A","Trust A - Q1"
"sa","Staff","Some of the nursing staff/Healthcare assts could be more friendly/approachable. Some, not all, don't acknowledge you in a generic way - eg with a smile or 'hello.
Life in hospital can be very boring. Staff shortages mean structured day activities can be cancelled at short notice & there is too much time wasted hanging around waiting to see if they run or not.
Treatments could commence at a faster rate.
Patients could do with more opportunities to be active to stop them becoming chronically overweight. ","-3","Trust A","Trust A - Q1"
"cr","Care received","Maybe look at reducing patient's stay in hosptial","-2","Trust A","Trust A - Q1"
"xn","Miscellaneous","No comment","-1","Trust A","Trust A - Q1"
"xn","Miscellaneous","Nothing - excelllant service","-9","Trust A","Trust A - Q1"
"ca","Care received","Organise activities to engage the young person in care - especially if they are stuck at home","-3","Trust A","Trust A - Q1"
"ct","Care received","Nothing - due to present situation <covid>. Hopefully group sessions when things get better","-1","Trust A","Trust A - Q1"
"xn","Miscellaneous","Happy with service","-2","Trust A","Trust A - Q1"
"eq","Environment/facilities","Making sure enough of correct dressings in the home.","-2","Trust A","Trust A - Q1"
"xn","Miscellaneous","very happy with the service","-2","Trust A","Trust A - Q1"
"mi","Communication","Not knowing the time of your visit.","-2","Trust A","Trust A - Q1"
"tc","Transition/coordination","to send the same nurse on every visit if possible.","-2","Trust A","Trust A - Q1"
"xn","Miscellaneous","Happy with the service","-2","Trust A","Trust A - Q1"
"xn","Miscellaneous","Happy with service","-3","Trust A","Trust A - Q1"
"eq","Environment/facilities","Nothing is it comparable to a **** star hotel but other patients TV volume is sometimes distractive - could ear phones be provided?","-1","Trust A","Trust A - Q1"
"cr","Care received","Bit less impersonal","-2","Trust A","Trust A - Q1"
"cr","Care received","Study mental health better by the person not the book","-3","Trust A","Trust A - Q1"
"tc","Transition/coordination","...I have not liked the changes <which Dr I see>","-3","Trust A","Trust A - Q1"
"al","Access","Put a map showing location of service. Cotgrave Hub is hard to find as postcode does not match google maps.
Waiting time was too long (about 2 months) especially when very worrying issues (i.e. heart).","-2","Trust A","Trust A - Q1"
"xn","Miscellaneous","Nothing, everything was spot on.","-3","Trust A","Trust A - Q1"
"xn","Miscellaneous","Nothing. They do an amazing job.","-3","Trust A","Trust A - Q1"
"cc","Care received","All my contact with the Hope Centre has left me feeling desperate and frustrated. I was referred 18 months ago and, apart from my initial assessment, have yet to have any treatment. Communication is often contradictory, phone calls are not returned, staff do not introduce themselves and I am made to feel like a problem, when I try to clarify what is happening. Promises of treatment are made regularly but never fulfilled. During this telephone call I was told that the doctor was going to chase up my treatment, but that she thought it best to discharge me in the hope that the Stabilisation clinic would pick me up. She warned me that I may get lost in the system though. As my symptoms and mental health has worsened in the last three months to the point where I was considering self harm I asked if I should increase my medication (Fluoxetine) but the doctor suggested this was only a 'last resort' and that I should use Diazepam instead. She said if I couldn't get enough from my GP I could come to the Hope Centre for more. The phone call ended with the doctor assuring me that I wouldn't need to do anything, she would put into action the points raised. However, when I received the follow up letter a few days later it says that I am to call the Hope Centre in one month if I haven't had any further contact. Not only is that contradictory, but it puts pressure on me - the one suffering with PTSD, issues with trust, disorientation and disassociation - to make sure I don't fall out of the system.","-4","Trust A","Trust A - Q1"
"aa","Access","I have called the health visitor advice line on two occasions on separate weeks and the phone has ring for a long time before being picked up and out back down. I know I am calling the right number as I've called it before and got help. On both occasions this has made me upset and feel at a loss about what to do. I thought I'd give this feedback as it had been 2 occasions in completely different weeks so it's not just a one off.","-4","Trust A","Trust A - Q1"
"mm","Communication","The video calling because it don't seem to work that well. Struggle to connect or make a video. May think of change it to zoom works loads better.","-3","Trust A","Trust A - Q1"
"xn","Miscellaneous","Nothing.","-3","Trust A","Trust A - Q1"
"xe","Miscellaneous","Everything.","-4","Trust A","Trust A - Q1"
"xn","Miscellaneous","Nothing. I couldn't have done better myself!","-3","Trust A","Trust A - Q1"
"cc","Care received","Better presentation.","-2","Trust A","Trust A - Q1"
"mm","Communication","Getting in touch after the assessment. Instead I had a snotty letter telling me that they had tried to contact me and now I was being passed back to my GP if I didn't contact them within 7 days. I'd not received any phone call, text or email.  I then had a text telling me to fill out this form but with no link. I found it on the website.","-3","Trust A","Trust A - Q1"
"ml","Communication","Actually listen to the patient. Record information accurately. Get the patient's name right on letters. Learn how to spell medical conditions correctly in letters. Not mock the patient who is clearly struggling with severe mental health issues. Learn the difference between suffering from chronic fatigue and having chronic fatigue syndrome as they are NOT the same.","-4","Trust A","Trust A - Q1"
"mi","Communication","I wasn't given a contact number. I did email the referral centre and they helped.","-2","Trust A","Trust A - Q1"
"ap","Access","I understand that you need to rule out anything serious, but I feel that out of hours would have been appropriate as they could potentially spot if something is serious and refer to A&E if applicable. Rather than waiting in A&E only to be referred to out of hours.    But I am very grateful for the service, I just hate to out extra stress on the A&E department.","-2","Trust A","Trust A - Q1"
"ml","Communication","The consultant on the ward would talk over me while I was having meetings with her. She never appeared to listen to what I was saying. The veg on the ward was very over cooked.","-3","Trust A","Trust A - Q1"
"ee","Environment/facilities","The ward is noisy at night time.","-2","Trust A","Trust A - Q1"
"xn","Miscellaneous","Absolutely nothing.","-3","Trust A","Trust A - Q1"
"ef","Environment/facilities","Would like to see better meal options, especially for persons with chewing issues.","-2","Trust A","Trust A - Q1"
"ml","Communication","Listen to me with concerns of my business, rather than other outer people with concern to my private business like my financial bearing and spending, rather than other people who I specifically don't involved, being close or know privately not being family or real family or partners of involvement like a girlfriend.","-3","Trust A","Trust A - Q1"
"ap","Access","Longer session and face to face if possible.","-2","Trust A","Trust A - Q1"
"ef","Environment/facilities","Food was not good, lack of choice and poor quality. Meals did not cater to a wide variety of diets. As an autistic person, there are certain foods I don't eat due to sensory issues and the lack of choice made it difficult to get a healthy balanced diet with enough calories.","-3","Trust A","Trust A - Q1"
"mi","Communication","Until the appointment started I wasn't entirely sure I had the correct date and time. A confirmation email the day before would be great, if something like that could be automated (and a reminder of how to get to the video conference site).","-3","Trust A","Trust A - Q1"
"ti","Transition/coordination","The support given came to me some 5 months after my Stroke as my recovery I believe has been delayed due to this delay. However, no fault is directed at the Stroke Team, as my records were not passed on by the Hospital on my discharge.","-3","Trust A","Trust A - Q1"
"xn","Miscellaneous","Well done.","-1","Trust A","Trust A - Q1"
"ap","Access","Due to pandemic felt a bit forgotten about as managed at home with little contact from team.","-3","Trust A","Trust A - Q1"
"sl","Staff","Get more than one physio and occupational therapist in the team (I have missed out on both).  
Don't send trainee staff to people in crisis (first person to see me bad). ","-3","Trust A","Trust A - Q1"
"dp","Dignity","Do what I was told would be my care/management plan. Misunderstandings perhaps?","-3","Trust A","Trust A - Q1"
